TalentID,Class,Branch,Slot,SPReq,TalentReq,TierNum,Tier,Name,Note,MaxLevel,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,Co0,Co1,Co2,Co3,Co4,Co5,Co6,Co7,Co8,Co9,Co10,Co11,Co12,Co13,Co14,Co15,Co16,Co17,Co18,Co19,Co20,Co21,Co22,Co23,Co24,Co25,Co26,Co27,Co28,Co29,Co30,BonusTypeA,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,BonusTypeB,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,BonusTypeC,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,BonusTypeD,BonusAmountD
Cloaking,Rogue,BranchGreen,9,50,MultiMonsters,4,IV,Cloaking,Killingbosseshasachancetoskipstages.,15,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,3,3,3,4,5,5,6,7,8,9,11,12,15,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,CloakedSkipChance,0,0.1,0.129,0.157,0.186,0.214,0.243,0.271,0.3,0.329,0.357,0.386,0.414,0.443,0.471,0.5,5.29E-01,5.29E-01,5.29E-01,-,-,-,-,-,-,-,-,-,-,-,-,CloakedStageDuration,0,0.15,0.168,0.186,0.204,0.221,0.239,0.257,0.275,0.293,0.311,0.329,0.346,0.364,0.382,0.4,0.4,0.4,0.4,-,-,-,-,-,-,-,-,-,-,-,-,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CloakedSkipAmount,5
StreamOfBladesMultiCastSkill,Rogue,BranchGreen,11,100,SoulBlade,5,V,MarkofDeath,BladeStreamSpecialboostanddaggercooldown,15,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,-,-,-,-,-,-,-,-,-,-,-,-,3,4,5,7,9,12,16,21,27,35,46,60,78,101,131,170,221,287,-,-,-,-,-,-,-,-,-,-,-,-,-,StreamOfBladesSkillStacksBonus,0,1.27E+00,1.62E+00,2.14E+00,3.04E+00,4.63E+00,7.76E+00,1.46E+01,3.17E+01,8.01E+01,2.45E+02,9.60E+02,5.08E+03,3.89E+04,4.75E+05,1.06E+07,5.18E+08,7.24E+10,4.06E+13,-,-,-,-,-,-,-,-,-,-,-,-,StreamOfBladesSkillStacks,0,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0
Transmutation,Alchemist,BranchPurple,0,0,None,1,I,Transmutation,InscreasedAllGoldandJackpotGold,22,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,-,-,-,-,-,-,-,-,-,1,2,2,3,3,4,5,6,7,8,10,11,14,16,19,23,27,32,38,46,55,65,-,-,-,-,-,-,-,-,-,GoldAll,0,1.22E+00,1.92E+00,3.02E+00,5.41E+00,9.70E+00,1.97E+01,4.53E+01,1.17E+02,3.42E+02,1.12E+03,4.56E+03,2.08E+04,1.30E+05,9.97E+05,1.03E+07,1.56E+08,3.41E+09,1.17E+11,6.82E+12,7.85E+14,1.92E+17,1.07E+20,-,-,-,-,-,-,-,-,JackpotGoldChance,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,-,-,-,-,-,-,-,-,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0
GoldGun,Alchemist,BranchPurple,1,3,Transmutation,2,II,GoldGun,UnlocksGoldGunincreasesGoldGunDamageandGoldGunSplashSkip,29,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,-,-,1,2,2,3,3,4,4,5,6,7,8,9,10,12,14,16,19,21,25,29,34,39,45,52,61,70,82,95,110,-,-,GoldGunDamage,0,1.55E+00,2.34E+00,3.52E+00,5.93E+00,9.98E+00,1.87E+01,3.52E+01,7.34E+01,1.70E+02,4.37E+02,1.24E+03,3.91E+03,1.36E+04,5.72E+04,2.92E+05,1.80E+06,1.46E+07,1.41E+08,1.95E+09,3.83E+10,1.15E+12,5.28E+13,4.00E+15,5.41E+17,1.54E+20,9.22E+22,1.49E+26,7.08E+29,1.19E+34,-,GoldGunSplashCount,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,-,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0
ChestGold,Alchemist,BranchPurple,2,3,Transmutation,2,II,ChestersonInsense,Boosttochestersongold/chestertonchance,25,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,-,-,-,-,-,-,1,2,2,3,3,3,4,5,5,6,7,8,9,11,12,14,16,19,22,25,28,33,38,43,50,-,-,-,-,-,-,ChestAmount,0,1.80E+00,2.98E+00,4.93E+00,9.16E+00,1.70E+01,3.16E+01,6.57E+01,1.52E+02,3.53E+02,9.10E+02,2.60E+03,8.24E+03,2.88E+04,1.22E+05,5.71E+05,3.20E+06,2.15E+07,1.86E+08,2.08E+09,2.98E+10,5.39E+11,1.44E+13,5.58E+14,3.14E+16,2.92E+18,-,-,-,-,-,ChestersonGoldStageAmount,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,-,-,-,-,-,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0
MidasSkillBoost,Alchemist,BranchPurple,3,3,Transmutation,2,II,MidasUltimate,HoMmultiplier+fairygoldmult,25,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,-,-,-,-,-,-,1,2,2,3,3,3,4,5,5,6,7,8,9,11,12,14,16,19,22,25,28,33,38,43,50,-,-,-,-,-,-,HandOfMidasSkillAmount,0,1.80E+00,2.92E+00,4.79E+00,8.78E+00,1.61E+01,2.95E+01,6.02E+01,1.36E+02,3.09E+02,7.76E+02,2.15E+03,6.59E+03,2.22E+04,9.02E+04,4.02E+05,2.14E+06,1.35E+07,1.10E+08,1.14E+09,1.50E+10,2.49E+11,6.02E+12,2.10E+14,1.05E+16,8.64E+17,-,-,-,-,-,HandOfMidasSkillDuration,0,1,2,4,7,9,12,16,21,26,33,41,51,63,77,95,115,142,173,211,255,310,376,454,550,664,-,-,-,-,-,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0
MagnumOpus,Alchemist,BranchPurple,4,20,GoldGun,3,III,MagnumOpus,UnlocksMangumOpusincreasesMagnumOpusDamageandMagnumOpusDuration,13,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,4,5,7,9,11,14,19,24,32,41,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MagnumOpusDamage,0,1.63E+00,2.74E+00,5.12E+00,1.06E+01,2.69E+01,8.30E+01,3.09E+02,1.51E+03,1.13E+04,1.28E+05,2.70E+06,1.11E+08,1.15E+10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GoldGunSplashSkipCount,0,3,6,9,12,15,18,21,24,27,30,33,36,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GoldGunSplashThroughBossChance,1
LovePotion,Alchemist,BranchPurple,5,20,ChestGold,3,III,LovePotion,IncreasesMultiMonstersChanceandSpecialTitanSpawnChance,10,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,3,3,4,4,5,6,7,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SpecialTitanSpawnChance,0,1.02,1.04,1.06,1.08,1.1,1.12,1.14,1.16,1.18,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MultiMonsters,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0
HandOfMidasMultiCastSkillBoost,Alchemist,BranchPurple,6,20,MidasSkillBoost,3,III,MidasOverflow,StackableHandofMidas,15,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,4,6,7,10,13,17,22,28,37,48,62,81,105,136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,HandOfMidasSkillStacksBonus,0,1.21E+00,1.47E+00,1.84E+00,2.43E+00,3.41E+00,5.15E+00,8.54E+00,1.59E+01,3.33E+01,8.15E+01,2.43E+02,9.22E+02,4.70E+03,3.48E+04,4.17E+05,3.34E+06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,HandOfMidasSkillStacks,0,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0
AuricShot,Alchemist,BranchPurple,7,50,MagnumOpus,4,IV,AuricShot,IncreasedGoldGunSplashCountandGoldGunChargeBoost,17,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,5,6,8,10,12,15,19,24,30,38,48,61,76,96,121,153,-,-,-,-,-,-,-,-,-,-,-,-,-,AlchemistBonusBoost,0,1.60E+00,2.99E+00,6.20E+00,1.42E+01,3.99E+01,1.35E+02,5.52E+02,2.94E+03,2.21E+04,2.50E+05,4.52E+06,1.49E+08,1.01E+10,1.70E+12,7.98E+14,1.44E+18,1.39E+22,1.16E+27,-,-,-,-,-,-,-,-,-,-,-,-,MagnumOpusDurationMult,0,1.007,1.014,1.021,1.028,1.035,1.042,1.049,1.056,1.063,1.07,1.077,1.084,1.091,1.098,1.105,1.112,1.119,1.126,-,-,-,-,-,-,-,-,-,-,-,-,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0
RoyalContract,Alchemist,BranchPurple,9,50,HandOfMidasMultiCastSkillBoost,4,IV,RoyalContract,ActivateQTEtodrainmanaformoregold.,22,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,-,-,-,-,-,-,-,-,-,2,3,3,4,4,5,6,7,8,9,11,13,15,18,21,25,29,34,40,47,55,65,-,-,-,-,-,-,-,-,-,RoyalContractMaxGold,0,2.22E+00,4.17E+00,7.82E+00,1.69E+01,3.66E+01,9.11E+01,2.60E+02,8.46E+02,3.15E+03,1.33E+04,7.29E+04,5.11E+05,4.58E+06,5.89E+07,1.08E+09,3.14E+10,1.44E+12,1.17E+14,1.87E+16,6.55E+18,5.64E+21,1.50E+25,-,-,-,-,-,-,-,-,RoyalContractTimeUntilMaxGold,0,60,58.6,57.1,55.7,54.3,52.9,51.4,50,48.6,47.1,45.7,44.3,42.9,41.4,40,38.6,37.1,35.7,34.3,32.9,31.4,30,-,-,-,-,-,-,-,-,RoyalContractManaCostBase,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,None,0
